Medlemsnummer,Postnummer,Postort,Land
3338234,265 74,Hyllinge,Sverige
3374842,265 78,Tågarp,Sverige
3313366,266 33,Munka-Ljungy,Sverige
3254647,266 33,Munka-Ljungby,Sverige
3314188,266 54,Vejbystrand,Sverige
3368369,266 91,Össjö,Sverige
3428553,266 95,Munka-Ljungby,Sverige
3383111,266 95,Munka-Ljungby,Sverige
3322406,266 98,Hjärnarp,Sverige
3322405,266 98,Hjärnarp,Sverige
3296329,266 98,Hjärnarp,Sverige
3420499,267 71,Ekeby,Sverige
3458136,267 75,Ekeby,Sverige
3442443,267 77,Ekeby,Sverige
3442461,267 77,Ekeby,Sverige
3401567,267 77,Ekeby,Sverige
3257799,268 73,Billeberga,Sverige
3312707,268 90,Svalöv,Sverige
3276704,268 90,Svalöv,Sverige
3176564,269 40,Båstad,Sverige
3322404,269 40,Båstad,Sverige
3176563,269 40,Båstad,Sverige
3324956,269 62,Grevie,Sverige
3360703,269 72,Förslöv,Sverige
3327110,269 72,Förslöv,Sverige
3361307,269 72,Förslöv,Sverige
3321920,269 72,Förslöv,Sverige
3360446,269 73,Förslöv,Sverige
3318616,269 78,Torekov,Sverige
3319123,271 99,Ystad,Sverige
3358669,272 36,Simrishamn,Sverige
3327935,273 55,Brösarp,Sverige
3312396,273 57,Brösarp,Sverige
3313033,273 98,Smedstorp,Sverige
3416579,275 32,Sjöbo,Sverige
3339704,275 34,Sjöbo,Sverige
3380111,275 62,Blentarp,Sverige
3372113,275 75,Lövestad,Sverige
3395326,275 92,Sjöbo,Sverige
3248298,275 93,Sjöbo,Sverige
3248303,275 93,Sjöbo,Sverige
3128595,277 35,Kivik,Sverige
3302467,286 72,Åsljunga,Sverige
3365342,288 33,Vinslöv,Sverige
3390023,288 33,Vinslöv,Sverige
3348954,288 34,VINSLÖV,Sverige
3390018,288 34,Vinslöv,Sverige
3401049,288 90,Vinslöv,Sverige
3330801,289 46,Glimåkra,Sverige
3285175,289 73,Immeln,Sverige
3346970,289 90,Knislinge,Sverige
3308657,290 31,Kristianstad,Sverige
3201066,290 33,Kristianstad,Sverige
3416544,290 51,Kristianstad,Sverige
3247739,291 30,Kristianstad,Sverige
3352891,291 35,Kristianstad,Sverige
3355099,291 35,Kristianstad,Sverige
3248674,291 39,Kristianstad,Sverige
3130160,291 42,Kristianstad,Sverige
3355178,291 44,Kristianstad,Sverige
3316535,291 44,Kristianstad,Sverige
3247891,291 45,Kristianstad,Sverige
3345843,291 50,Kristianstad,Sverige
3247860,291 54,Kristianstad,Sverige
3027635,291 58,Kristianstad,Sverige
3247903,291 59,Kristianstad,Sverige
3303482,291 63,Kristianstad,Sverige
3339733,291 65,Kristianstad,Sverige
3323951,291 65,Kristianstad,Sverige
3220088,291 67,Fjälkinge,Sverige
3246742,291 69,Fjälkinge,Sverige
3345718,291 69,Fjälkinge,Sverige
3311163,291 69,Fjälkinge,Sverige
3343252,291 70,Kristianstad,Sverige
3349819,291 77,Gärds Köpinge,Sverige
3323535,291 92,Kristianstad,Sverige
3247901,291 92,Kristianstad,Sverige
3341301,291 97,Gärds Köpinge,Sverige
3349128,293 31,Olofström,Sverige
3419099,293 73,Jämshög,Sverige
3369796,293 94,Kyrkhult,Sverige
3240994,294 32,Sölvesborg,Sverige
3344654,294 72,Sölvesborg,Sverige
3350126,294 76,Sölvesborg,Sverige
3380883,295 34,Bromölla,Sverige
3397296,295 38,Bromölla,Sverige
3186817,295 39,Bromölla,Sverige
3186649,295 39,Bromölla,Sverige
3368469,296 32,Åhus,Sverige
3332295,296 32,Åhus,Sverige
3257909,296 33,Åhus,Sverige
3397975,296 35,Åhus,Sverige
3408193,296 37,Åhus,Sverige
3417294,296 37,Åhus,Sverige
3387311,296 72,Yngsjö,Sverige
3317812,297 72,Everöd,Sverige
3419734,297 94,Degeberga,Sverige
3347414,297 94,Degeberga,Sverige
3329799,297 94,Degeberga,Sverige
3424809,297 95,Degeberga,Sverige
3187230,302 34,Halmstad,Sverige
3251205,302 58,Halmstad,Sverige
3364243,302 58,Halmstad,Sverige
3359556,302 61,Halmstad,Sverige
3365596,302 61,Halmstad,Sverige
3352349,302 65,Halmstad,Sverige
3411271,302 71,Halmstad,Sverige
3338504,302 92,Halmstad,Sverige
3258759,302 93,Halmstad,Sverige
3259843,305 60,Harplinge,Sverige
3335747,305 64,Gullbrandstorp,Sverige
3398966,305 78,Kvibille,Sverige
3379062,305 78,Kvibille,Sverige
3461223,311 68,Slöinge,Sverige
3378764,312 77,Skottorp,Sverige
3235859,313 30,Oskarström,Sverige
3215564,313 97,Simlångsdalen,Sverige
3010717,313 97,Simlångsdalen,Sverige
3288740,313 97,Simlångsdalen,Sverige
3427704,314 96,Torup,Sverige
3136012,331 43,Värnamo,Sverige
3285514,331 55,Värnamo,Sverige
3472134,331 91,Värnamo,Sverige
3391435,331 95,Värnamo,Sverige
3496865,332 36,Gislaved,Sverige
3497440,332 36,Gislaved,Sverige
3497659,332 37,Gislaved,Sverige
3497032,332 38,Gislaved,Sverige
3305106,333 73,Bredaryd,Sverige
3305172,342 31,Alvesta,Sverige
3343806,342 51,Vislanda,Sverige
3343819,342 61,Växjö,Sverige
3453478,342 61,Moheda,Sverige
3453479,342 61,Moheda,Sverige
3398287,342 62,Moheda,Sverige
3453414,343 35,Älmhult,Sverige
3453396,343 72,Eneryda,Sverige
3453840,343 73,Virestad,Sverige
3293916,352 33,Växjö,Sverige
3371273,352 39,Växjö,Sverige
3421217,352 40,Växjö,Sverige
3372824,352 41,Växjö,Sverige
3453535,352 49,Växjö,Sverige
3201162,352 55,Växjö,Sverige
3321553,352 66,Växjö,Sverige
3321519,352 66,Växjö,Sverige
3321274,363 31,Rottne,Sverige
3336160,363 31,Rottne,Sverige
3320994,363 33,Rottne,Sverige
3291929,363 33,Rottne,Sverige
3453678,363 34,Tjureda,Sverige
3453566,363 94,Lammhult,Sverige
3453714,363 94,Lammhult,Sverige
3453502,363 94,Lammhult,Sverige
3453523,363 94,Lammhult,Sverige
3453742,363 94,Lammhult,Sverige
3453676,363 94,Lammhult,Sverige
3497713,364 43,Alstermo,Sverige
3497720,364 43,Alstermo,Sverige
3238801,364 43,Alstermo,Sverige
3443579,371 18,Karlskrona,Sverige
3232815,371 31,Karlskrona,Sverige
3394469,371 57,Karlskrona,Sverige
3321332,372 38,Ronneby,Sverige
3399294,383 39,Mönsterås,Sverige
3394438,386 35,Färjestaden,Sverige
3394456,386 93,Färjestaden,Sverige
3392373,387 95,Köpingsvik,Sverige
3353962,388 32,Ljungbyholm,Sverige
3400711,388 94,Vassmolösa,Sverige
3501118,392 37,Kalmar,Sverige
3197184,392 42,Kalmar,Sverige
3006843,392 56,Kalmar,Sverige
3328289,392 57,Kalmar,Sverige
3378895,393 51,Kalmar,Sverige
3295517,393 54,Kalmar,Sverige
3352726,393 63,Kalmar,Sverige
3319678,395 93,Rockneby,Sverige
3264186,403 20,Göteborg,Sverige
3298471,403 20,Göteborg,Sverige
3317851,412 49,Göteborg,Sverige
3206029,412 61,Göteborg,Sverige
3220930,412 61,Göteborg,Sverige
3382873,412 62,Göteborg,Sverige
3382832,412 62,Göteborg,Sverige
3149703,412 62,Göteborg,Sverige
3381359,412 62,Göteborg,Sverige
3375186,412 67,Göteborg,Sverige
3435084,412 69,Göteborg,Sverige
3364479,412 73,Göteborg,Sverige
3343435,412 74,Göteborg,Sverige
3326659,412 74,Göteborg,Sverige
3340070,412 75,Göteborg,Sverige
3304433,412 81,Göteborg,Sverige
3383095,413 02,Göteborg,Sverige
3376352,413 02,Göteborg,Sverige
3362776,413 06,Göteborg,Sverige
3412180,413 09,Göteborg,Sverige
3361933,413 11,Göteborg,Sverige
3338015,413 11,Göteborg,Sverige
3224364,413 18,Göteborg,Sverige
3347333,413 19,Göteborg,Sverige
3260615,413 19,Göteborg,Sverige
3331998,413 21,Göteborg,Sverige
3376238,413 22,Göteborg,Sverige
3396790,413 23,Göteborg,Sverige
3326425,413 24,Göteborg,Sverige
3243646,413 25,Göteborg,Sverige
3287453,413 25,Göteborg,Sverige
3333415,413 26,Göteborg,Sverige
3356047,413 26,Göteborg,Sverige
3382823,413 26,Göteborg,Sverige
3380914,414 51,Göteborg,Sverige
3351971,414 51,Göteborg,Sverige
3288805,414 51,Göteborg,Sverige
3380427,414 53,Göteborg,Sverige
3204944,414 54,Göteborg,Sverige
3366456,414 57,Göteborg,Sverige
3361516,414 62,Göteborg,Sverige
3361517,414 62,Göteborg,Sverige
3426752,414 62,Göteborg,Sverige
3291572,414 63,Göteborg,Sverige
3272408,414 64,Göteborg,Sverige
3310402,414 64,Göteborg,Sverige
3349479,414 65,Göteborg,Sverige
3364031,414 70,Göteborg,Sverige
3041039,414 74,Göteborg,Sverige
3391411,414 75,Göteborg,Sverige
3311305,414 75,Göteborg,Sverige
3359168,414 76,Göteborg,Sverige
3355404,414 76,Göteborg,Sverige
3321198,414 80,Göteborg,Sverige
3475339,414 82,Göteborg,Sverige
3360228,414 82,Göteborg,Sverige
3358733,414 82,Göteborg,Sverige
3335413,415 36,Göteborg,Sverige
3367875,415 54,Göteborg,Sverige
3420061,415 72,Göteborg,Sverige
3428132,415 72,Göteborg,Sverige
3420139,415 73,Göteborg,Sverige
3344886,416 53,Göteborg,Sverige
3352989,416 53,Göteborg,Sverige
3403938,416 53,Göteborg,Sverige
3352457,416 56,Göteborg,Sverige
3323747,416 56,Göteborg,Sverige
3359435,416 57,Göteborg,Sverige
3362773,416 58,Göteborg,Sverige
3354682,416 60,Göteborg,Sverige
3222750,416 72,Göteborg,Sverige
3415767,416 72,Göteborg,Sverige
3460110,416 73,Göteborg,Sverige
3344934,416 74,Göteborg,Sverige
3412679,416 75,Göteborg,Sverige
3331109,416 75,Göteborg,Sverige
3340779,416 78,Göteborg,Sverige
3370040,416 78,Göteborg,Sverige
3329732,416 79,Göteborg,Sverige
3326917,416 79,Göteborg,Sverige
3372610,416 79,Göteborg,Sverige
3397456,416 79,Göteborg,Sverige
3381326,416 79,Göteborg,Sverige
3364428,416 80,Göteborg,Sverige
3365414,416 80,Göteborg,Sverige
3355712,416 80,Göteborg,Sverige
3326008,416 80,Göteborg,Sverige
3383423,416 80,Göteborg,Sverige
3389727,416 80,Göteborg,Sverige
3326036,416 82,Göteborg,Sverige
3467699,416 83,Göteborg,Sverige
3352654,417 01,Göteborg,Sverige
3030590,417 01,Göteborg,Sverige
3417778,417 03,Göteborg,Sverige
3426943,417 13,Göteborg,Sverige
3440412,417 14,Göteborg,Sverige
3143204,417 21,Göteborg,Sverige
3336099,417 27,Göteborg,Sverige
3361053,417 27,Göteborg,Sverige
3396310,417 27,Göteborg,Sverige
3132481,417 28,Göteborg,Sverige
3372780,417 28,Göteborg,Sverige
3404372,417 29,Göteborg,Sverige
3356712,417 29,Göteborg,Sverige
3312760,417 41,Göteborg,Sverige
3378279,417 42,Göteborg,Sverige
3377251,417 42,Göteborg,Sverige
3221528,417 42,Göteborg,Sverige
3333543,417 43,Göteborg,Sverige
3311957,417 46,Göteborg,Sverige
3033279,417 46,Göteborg,Sverige
3364426,417 46,Göteborg,Sverige
3450068,417 49,Göteborg,Sverige
3325589,417 49,Göteborg,Sverige
3325588,417 49,Göteborg,Sverige
3379909,417 49,Göteborg,Sverige
3366978,417 49,Göteborg,Sverige
3243151,417 49,Göteborg,Sverige
3138106,417 56,Göteborg,Sverige
3322576,418 32,Göteborg,Sverige
3198768,418 43,Göteborg,Sverige
3357023,418 72,Göteborg,Sverige
3136859,418 74,Göteborg,Sverige
3325576,421 33,Västra Frölunda,Sverige
3309947,421 35,Västra Frölunda,Sverige
3306660,421 37,Västra Frölunda,Sverige
3331499,421 43,Västra Frölunda,Sverige
3185476,421 48,Västra Frölunda,Sverige
3425123,421 57,Västra Frölunda,Sverige
3350476,421 60,Västra Frölunda,Sverige
3400011,421 63,Västra Frölunda,Sverige
3321893,421 64,Västra Frölunda,Sverige
3227037,421 64,Västra Frölunda,Sverige
3415449,421 64,Västra Frölunda,Sverige
3068822,421 71,Västra Frölunda,Sverige
3333181,422 41,Hisings Backa,Sverige
3341933,422 43,Hisings Backa,Sverige
3281427,422 47,Göteborg,Sverige
3379585,422 47,Hisings Backa,Sverige
3345833,422 57,Hisings backa,Sverige
3381998,422 57,Hisings backa,Sverige
3349313,422 57,Hisings Backa,Sverige
3388524,423 32,Torslanda,Sverige
3372371,423 33,Torslanda,Sverige
3358332,423 33,Torslanda,Sverige
3402780,423 36,Göteborg,Sverige
3353951,423 37,Torslanda,Sverige
3388578,423 38,Torslanda,Sverige
3427881,423 38,Torslanda,Sverige
3427029,423 38,Torslanda,Sverige
3342385,423 39,Torslanda,Sverige
3291051,423 39,Torslanda,Sverige
3348520,423 39,Torslanda,Sverige
3390406,423 39,Torslanda,Sverige
3348335,423 39,Torslanda,Sverige
3343622,423 39,Torslanda,Sverige
3232107,423 39,Torslanda,Sverige
3403560,423 41,Torslanda,Sverige
3301081,423 41,Torslanda,Sverige
3458961,423 46,Torslanda,Sverige
3349567,423 46,Torslanda,Sverige
3344708,423 47,Torslanda,Sverige
3388653,423 49,Torslanda,Sverige
3313988,423 49,Torslanda,Sverige
3369251,423 49,Torslanda,Sverige
3369256,423 49,Torslanda,Sverige
3348522,423 49,Torslanda,Sverige
3369270,423 50,Torslanda,Sverige
3389409,423 51,Torslanda,Sverige
3389411,423 51,Torslanda,Sverige
3369273,423 53,Torslanda,Sverige
3330274,423 53,Torslanda,Sverige
3323038,423 53,Torslanda,Sverige
3405396,423 53,Torslanda,Sverige
3363644,423 56,Torslanda,Sverige
3339435,423 61,Torslanda,Sverige
3318100,423 61,Torslanda,Sverige
3358636,423 70,Säve,Sverige
3327854,423 70,Säve,Sverige
3363560,423 72,Säve,Sverige
3322334,423 72,Säve,Sverige
3444930,424 70,Olofstorp,Sverige
3354990,424 70,Olofstorp,Sverige
3497667,424 72,Olofstorp,Sverige
3497670,424 72,Olofstorp,Sverige
3400336,424 90,Olofstorp,Sverige
3489697,424 90,Olofstorp,Sverige
3301922,425 30,Hisings Kärra,Sverige
3391246,425 32,Hisings Kärra,Sverige
3366755,426 69,Västra Frölunda,Sverige
3367984,426 70,Västra Frölunda,Sverige
3343040,427 35,Billdal,Sverige
3356883,427 38,Billdal,Sverige
3211505,428 30,Kållered,Sverige
3291938,428 30,Kållered,Sverige
3252222,428 30,Kållered,Sverige
3410647,428 34,Kållered,Sverige
3326626,428 34,Kållered,Sverige
3401676,428 34,Kållered,Sverige
3363094,428 34,Kållered,Sverige
3440322,428 37,Kållered,Sverige
3336837,429 32,Kullavik,Sverige
3297297,429 32,Kullavik,Sverige
3294446,429 32,Kullavik,Sverige
3280963,429 32,Kullavik,Sverige
3383022,431 32,Mölndal,Sverige
3342302,431 32,Mölndal,Sverige
3355892,431 33,Mölndal,Sverige
3420443,431 34,Mölndal,Sverige
3317322,431 35,Mölndal,Sverige
3337697,431 35,Mölndal,Sverige
3331628,431 36,Mölndal,Sverige
3363080,431 38,Mölndal,Sverige
3341173,431 38,Mölndal,Sverige
3259637,431 38,Mölndal,Sverige
3406054,431 38,Mölndal,Sverige
3413887,431 40,Mölndal,Sverige
3375691,431 42,Mölndal,Sverige
3296520,431 43,Mölndal,Sverige
3494662,431 46,Mölndal,Sverige
3384053,431 49,Mölndal,Sverige
3384068,431 49,Mölndal,Sverige
3329221,431 51,Mölndal,Sverige
3324973,431 59,Mölndal,Sverige
3426006,431 59,Mölndal,Sverige
3396563,431 59,Mölndal,Sverige
3325215,431 59,Mölndal,Sverige
3338523,431 63,Mölndal,Sverige
3247475,431 65,Mölndal,Sverige
3326629,431 66,Mölndal,Sverige
3337662,431 66,Mölndal,Sverige
3420310,431 66,Mölndal,Sverige
3337698,431 66,Mölndal,Sverige
3426176,431 67,Mölndal,Sverige
3406487,431 67,Mölndal,Sverige
3347791,431 69,Mölndal,Sverige
3331295,431 69,Mölndal,Sverige
3485664,432 37,Varberg,Sverige
3309172,432 45,Varberg,Sverige
3365592,432 45,Varberg,Sverige
3328416,432 46,Varberg,Sverige
3241268,432 47,Varberg,Sverige
3321346,432 50,Varberg,Sverige
3496111,432 51,Varberg,Sverige
3419023,432 74,Träslövsläge,Sverige
3302657,432 74,Träslövsläge,Sverige
3272593,432 74,Träslövsläge,Sverige
3488435,432 75,Träslövsläge,Sverige
3284432,432 75,Träslövsläge,Sverige
3405408,432 77,Tvååker,Sverige
3223348,432 95,Varberg,Sverige
3225701,433 37,Partille,Sverige
3354587,433 41,Partille,Sverige
3364809,433 42,Partille,Sverige
3314589,433 47,Partille,Sverige
3366381,433 51,Öjersjö,Sverige
3468627,433 52,Öjersjö,Sverige
3022734,433 60,Sävedalen,Sverige
3418609,433 61,Sävedalen,Sverige
3453794,433 62,Sävedalen,Sverige
3453795,433 62,Sävedalen,Sverige
3453096,433 62,Sävedalen,Sverige
3355620,433 64,Sävedalen,Sverige
3405504,433 69,Sävedalen,Sverige
3327217,433 75,Jonsered,Sverige
3332030,433 76,Jonsered,Sverige
3391205,434 36,Kungsbacka,Sverige
3416981,434 44,Kungsbacka,Sverige
3369736,434 48,Kungsbacka,Sverige
3444950,435 31,Mölnlycke,Sverige
3302773,435 35,Mölnlycke,Sverige
3302755,435 35,Mölnlycke,Sverige
3444944,435 39,Mölnlycke,Sverige
3362191,435 39,Mölnlycke,Sverige
3351338,435 39,Mölnlycke,Sverige
3444947,435 39,Mölnlycke,Sverige
3255116,435 40,Mölnlycke,Sverige
3302226,435 40,Mölnlycke,Sverige
3337705,435 41,Mölnlycke,Sverige
3453560,435 41,Mölnlycke,Sverige
3327220,435 42,Mölnlycke,Sverige
3444949,435 42,Mölnlycke,Sverige
3453402,435 43,Pixbo,Sverige
3453596,435 43,Pixbo,Sverige
3453416,435 43,Pixbo,Sverige
3453598,435 44,Mölnlycke,Sverige
3453551,435 44,Mölnlycke,Sverige
3337474,435 44,Mölnlycke,Sverige
3303111,436 38,Askim,Sverige
3323263,436 44,Askim,Sverige
3323815,436 54,Hovås,Sverige
3355474,436 54,Hovås,Sverige
3325965,437 31,Lindome,Sverige
3391036,437 32,Lindome,Sverige
3246157,437 41,Lindome,Sverige
3333447,437 41,Lindome,Sverige
3011064,437 93,Lindome,Sverige
3310378,438 35,Landvetter,Sverige
3352348,438 35,Landvetter,Sverige
3359193,438 35,Landvetter,Sverige
3203837,438 35,Landvetter,Sverige
3351144,438 36,Landvetter,Sverige
3302758,438 36,Landvetter,Sverige
3012201,438 38,Landvetter,Sverige
3268199,438 91,Landvetter,Sverige
3332803,438 95,Hällingsjö,Sverige
3316043,439 72,Fjärås,Sverige
3490278,44 6EA U NPK,Cwmbran,Storbritannien
3123849,441 32,Alingsås,Sverige
3175469,441 32,Alingsås,Sverige
3392996,441 40,Alingsås,Sverige
3441769,441 60,Alingsås,Sverige
3326814,441 63,Alingsås,Sverige
3362282,441 63,Alingsås,Sverige
3362281,441 63,Alingsås,Sverige
3407092,441 63,Alingsås,Sverige
3298371,441 74,Sollebrunn,Sverige
3334195,441 96,Alingsås,Sverige
3398065,442 31,Kungälv,Sverige
3398234,442 43,Kungälv,Sverige
3369998,442 50,Ytterby,Sverige
3487838,442 54,Ytterby,Sverige
3303208,442 54,Ytterby,Sverige
3375867,442 54,Ytterby,Sverige
3427197,442 77,Romelanda,Sverige
3362101,442 93,Kareby,Sverige
3209064,442 96,Kode,Sverige
3098050,442 96,Kode,Sverige
3320676,443 34,Lerum,Sverige
3320209,443 40,Gråbo,Sverige
3320208,443 40,Gråbo,Sverige
3444746,443 41,Gråbo,Sverige
3444779,443 41,Gråbo,Sverige
3305792,443 41,Gråbo,Sverige
3261945,443 42,Gråbo,Sverige
3284309,443 42,Gråbo,Sverige
3380710,443 42,Gråbo,Sverige
3408767,443 42,Gråbo,Sverige
3355056,443 44,Gråbo,Sverige
3355054,443 44,Gråbo,Sverige
3495952,443 60,Stenkullen,Sverige
3261948,443 70,Gråbo,Sverige
3261947,443 70,Gråbo,Sverige
3372411,443 72,Gråbo,Sverige
3325635,444 45,Stenungsund,Sverige
3325630,444 45,Stenungsund,Sverige
3392380,444 60,Stora Höga,Sverige
3208194,444 96,Ödsmål,Sverige
3335655,445 34,Bohus,Sverige
3332865,445 34,Bohus,Sverige
3334137,445 34,Bohus,Sverige
3330389,445 36,Bohus,Sverige
3332792,445 36,Bohus,Sverige
3375876,445 57,Surte,Sverige
3307723,446 33,Älvängen,Sverige
3360641,446 35,Älvängen,Sverige
3360826,446 41,Skepplanda,Sverige
3347892,448 34,Floda,Sverige
3360325,448 35,Floda,Sverige
3489397,448 35,Floda,Sverige
3443385,448 36,Floda,Sverige
3443386,448 36,Floda,Sverige
3241125,448 36,Floda,Sverige
3408243,448 50,Tollered,Sverige
3283024,448 50,Tollered,Sverige
3301733,448 50,Tollered,Sverige
3010947,448 50,Tollered,Sverige
3329295,448 96,Tollered,Sverige
3341925,449 30,Nödinge,Sverige
3341617,449 30,Nödinge,Sverige
3334359,449 44,Nol,Sverige
3297781,449 44,Nol,Sverige
3328401,449 50,Alafors,Sverige
3343662,449 50,Alafors,Sverige
3288263,451 44,Uddevalla,Sverige
3319338,451 63,Uddevalla,Sverige
3366363,451 91,Uddevalla,Sverige
3142086,453 91,Lysekil,Sverige
3453526,458 96,Högsäter,Sverige
3360177,459 30,Ljungskile,Sverige
3334815,459 30,Ljungskile,Sverige
3347717,459 30,Ljungskile,Sverige
3264739,461 32,Trollhättan,Sverige
3254825,461 33,Trollhättan,Sverige
3439809,461 40,Trollhättan,Sverige
3350064,461 41,Trollhättan,Sverige
3366219,461 41,Trollhättan,Sverige
3013162,461 41,Trollhättan,Sverige
3461568,461 42,Trollhättan,Sverige
3348389,461 51,Trollhättan,Sverige
3306360,461 53,Trollhättan,Sverige
3461764,461 54,Trollhättan,Sverige
3433201,461 58,Trollhättan,Sverige
3242543,461 58,Trollhättan,Sverige
3345447,461 58,Trollhättan,Sverige
3331368,461 67,Trollhättan,Sverige
3387954,461 79,Upphärad,Sverige
3352877,461 92,Trollhättan,Sverige
3243671,461 93,Västra Tunhem,Sverige
3317705,461 93,Västra Tunhem,Sverige
3332002,461 93,Västra Tunhem,Sverige
3243664,461 93,Västra Tunhem,Sverige
3332318,461 93,Västra Tunhem,Sverige
3438214,461 93,Västra Tunhem,Sverige
3437861,461 93,Västra Tunhem,Sverige
3344836,461 94,Trollhättan,Sverige
3430741,461 98,Trollhättan,Sverige
3412040,461 98,Trollhättan,Sverige
3382857,461 99,Upphärad,Sverige
3019054,461 99,Upphärad,Sverige
3174787,461 99,Upphärad,Sverige
3345069,461 99,Upphärad,Sverige
3332378,462 36,Vänersborg,Sverige
3406388,462 52,Vänersborg,Sverige
3374583,462 55,Vänersborg,Sverige
3385541,462 55,Vänersborg,Sverige
3195696,462 60,Vänersborg,Sverige
3450918,462 93,Vänersborg,Sverige
3439571,468 30,Vargön,Sverige
3461573,468 32,Vargön,Sverige
3437028,468 33,Vargön,Sverige
3366106,468 33,Vargön,Sverige
3410921,468 34,Vargön,Sverige
3349148,472 32,Svanesund,Sverige
3295533,473 95,Henån,Sverige
3294417,473 99,Henån,Sverige
3211155,503 30,Borås,Sverige
3330840,503 32,Borås,Sverige
3399040,503 32,Borås,Sverige
3366249,504 56,Borås,Sverige
3316631,504 66,Borås,Sverige
3345530,504 70,Borås,Sverige
3355490,504 75,Borås,Sverige
3283699,504 91,Sandhult,Sverige
3317346,504 91,Sandhult,Sverige
3385310,504 94,Borås,Sverige
3162893,506 31,Borås,Sverige
3299592,506 39,Borås,Sverige
3299591,506 39,Borås,Sverige
3281636,507 64,Borås,Sverige
3441364,511 53,Kinna,Sverige
3411853,511 53,Kinna,Sverige
3393934,511 62,Skene,Sverige
3262743,512 50,Svenljunga,Sverige
3323585,512 54,Svenljunga,Sverige
3389835,515 70,Rydboholm,Sverige
3446051,516 95,Målsryd,Sverige
3302856,516 95,Målsryd,Sverige
3413354,517 37,Bollebygd,Sverige
3319397,517 37,Bollebygd,Sverige
3419952,517 37,Bollebygd,Sverige
3336297,517 37,Bollebygd,Sverige
3399189,517 71,Olsfors,Sverige
3313621,517 91,Bollebygd,Sverige
3180187,517 91,Bollebygd,Sverige
3324166,517 92,Bollebygd,Sverige
3316825,518 30,Sandared,Sverige
3375194,518 32,Sandared,Sverige
3013342,532 33,Skara,Sverige
3296988,532 33,Skara,Sverige
3392970,534 30,Vara,Sverige
3392969,534 34,Vara,Sverige
3330607,534 61,Vedum,Sverige
3321937,534 62,Vara,Sverige
3296370,534 62,Larv,Sverige
3302721,534 73,Stora Levene,Sverige
3325981,534 91,Vara,Sverige
3294768,541 61,Skövde,Sverige
3069702,541 97,Lerdala,Sverige
3248965,549 31,Tidan,Sverige
3440752,553 13,Jönköping,Sverige
3383644,553 13,Jönköping,Sverige
3366827,553 24,Jönköping,Sverige
3214053,553 38,Jönköping,Sverige
3222343,553 38,Jönköping,Sverige
3464917,553 38,Jönköping,Sverige
3301507,553 38,Jönköping,Sverige
3366831,554 38,Jönköping,Sverige
3379133,554 48,Jönköping,Sverige
3368316,554 48,Jönköping,Sverige
3305346,554 51,Jönköping,Sverige
3353081,554 53,Jönköping,Sverige
3381028,554 66,Jönköping,Sverige
3388966,554 74,Jönköping,Sverige
3390510,560 27,Tenhult,Sverige
3333833,560 61,Tenhult,Sverige
3377750,561 38,Huskvarna,Sverige
3386216,561 39,Huskvarna,Sverige
3295706,561 42,Huskvarna,Sverige
3263048,561 49,Huskvarna,Sverige
3437461,561 49,Huskvarna,Sverige
3309226,561 60,Tenhult,Sverige
3331865,561 60,Tenhult,Sverige
3312183,561 62,Tenhult,Sverige
3343453,561 62,Tenhult,Sverige
3331903,561 62,Tenhult,Sverige
3309231,561 63,Tenhult,Sverige
3295707,561 63,Tenhult,Sverige
3488086,561 63,Tenhult,Sverige
3316092,562 31,Norrahammar,Sverige
3375844,562 42,Taberg,Sverige
3362711,563 32,Gränna,Sverige
3344822,564 32,Bankeryd,Sverige
3214747,564 33,Bankeryd,Sverige
3378440,564 35,Bankeryd,Sverige
3481274,565 29,Karlstad,Sverige
3208990,566 91,Habo,Sverige
3392323,571 37,Nässjö,Sverige
3371026,571 74,Äng,Sverige
3349636,571 74,Äng,Sverige
3349637,571 94,Nässjö,Sverige
3290363,571 94,Nässjö,Sverige
3350329,571 94,Nässjö,Sverige
3349633,571 94,Nässjö,Sverige
3310335,574 75,Korsberga,Sverige
3311502,574 76,Korsberga,Sverige
3209630,575 35,Eksjö,Sverige
3415547,582 16,Linköping,Sverige
3249816,582 20,Linköping,Sverige
3052476,582 22,Linköping,Sverige
3211586,582 27,Linköping,Sverige
3355381,582 30,Linköping,Sverige
3333288,582 39,Linköping,Sverige
3229045,582 42,Linköping,Sverige
3335841,582 45,Linköping,Sverige
3363877,582 45,Linköping,Sverige
3353577,582 46,Linköping,Sverige
3203292,582 49,Linköping,Sverige
3301944,582 55,Linköping,Sverige
3324021,582 72,Linköping,Sverige
3352335,582 74,Linköping,Sverige
3198128,583 29,Linköping,Sverige
3497708,583 31,Linköping,Sverige
3339683,583 32,Linköping,Sverige
3406516,583 33,Linköping,Sverige
3324761,583 34,Linköping,Sverige
3375854,583 34,Linköping,Sverige
3325091,583 36,Linköping,Sverige
3346645,583 36,Linköping,Sverige
3360560,583 36,Linköping,Sverige
3350831,583 72,Vikingstad,Sverige
3443740,583 72,Vikingstad,Sverige
3443737,583 92,Vikingstad,Sverige
3266471,583 93,Vikingstad,Sverige
3422826,584 31,Linköping,Sverige
3302228,584 36,Linköping,Sverige
3357103,584 37,Linköping,Sverige
3422891,584 37,Linköping,Sverige
3230937,585 63,Linghem,Sverige
3293217,585 65,Linghem,Sverige
3325125,585 65,Linghem,Sverige
